User ID,City,Age,Gender,Device,Platform,First Access,Last Active,Orders,Total Spend (₹),Watched Video,Saved Recipe
U1955,Bangalore,20,M,Android,App,13-08-2026,19-04-2025,1,558,No,Yes
U1956,Hyderabad,42,M,Android,App,14-08-2026,05-05-2025,0,628,No,No
U1957,Mumbai,27,M,Android,Web,15-08-2026,23-04-2025,0,440,Yes,Yes
U1958,Kolkata,24,M,iPhone,App,16-08-2026,15-04-2025,1,156,Yes,Yes
U1959,Kolkata,35,M,Android,App,17-08-2026,01-05-2025,3,317,No,Yes
U1960,Chennai,30,F,iPhone,App,18-08-2026,12-05-2025,5,718,No,Yes
U1961,Delhi,24,F,Android,App,19-08-2026,12-05-2025,1,915,Yes,Yes
U1962,Hyderabad,23,F,Android,App,20-08-2026,02-05-2025,4,830,Yes,Yes
U1963,Chennai,25,F,iPhone,App,21-08-2026,26-04-2025,3,563,No,No
U1964,Bangalore,33,M,Android,App,22-08-2026,19-04-2025,2,346,No,No
U1965,Bangalore,41,M,Android,App,23-08-2026,13-05-2025,2,829,No,No
U1966,Bangalore,38,M,Android,App,24-08-2026,12-05-2025,1,472,Yes,Yes
U1967,Bangalore,28,F,Android,App,25-08-2026,08-05-2025,3,516,No,No
U1968,Delhi,31,M,Android,Web,26-08-2026,30-04-2025,3,1154,Yes,Yes
U1969,Hyderabad,30,F,Android,App,27-08-2026,05-05-2025,6,467,Yes,No
U1970,Pune,33,M,iPhone,App,28-08-2026,23-04-2025,2,658,No,Yes
U1971,Mumbai,42,M,iPhone,App,29-08-2026,21-04-2025,2,207,No,Yes
U1972,Delhi,35,F,Android,App,30-08-2026,07-05-2025,2,683,Yes,Yes
U1973,Delhi,20,M,Android,App,31-08-2026,24-04-2025,2,938,Yes,No
U1974,Pune,32,M,Android,App,01-09-2026,21-04-2025,3,517,No,Yes
U1975,Pune,42,F,Android,Web,02-09-2026,11-05-2025,3,920,Yes,No
U1976,Mumbai,40,M,iPhone,App,03-09-2026,21-04-2025,2,1395,No,Yes
U1977,Mumbai,40,F,Android,App,04-09-2026,25-04-2025,3,782,No,No
U1978,Pune,32,M,Android,App,05-09-2026,10-05-2025,2,1239,Yes,No
U1979,Bangalore,21,M,Android,Web,06-09-2026,19-04-2025,1,355,No,Yes
U1980,Delhi,23,M,Android,App,07-09-2026,17-04-2025,1,1204,No,Yes
U1981,Chennai,25,M,Android,App,08-09-2026,23-04-2025,2,879,No,No
U1982,Mumbai,42,M,Android,App,09-09-2026,13-05-2025,1,1251,No,No
U1983,Mumbai,24,M,Android,App,10-09-2026,02-05-2025,3,937,No,Yes
U1984,Pune,44,M,Android,App,11-09-2026,23-04-2025,3,1014,Yes,No
U1985,Hyderabad,22,M,Android,App,12-09-2026,14-05-2025,1,334,Yes,No
U1986,Chennai,20,F,Android,App,13-09-2026,24-04-2025,4,652,No,Yes
U1987,Chennai,23,F,Android,App,14-09-2026,27-04-2025,4,280,Yes,No
U1988,Mumbai,44,M,Android,App,15-09-2026,15-05-2025,2,256,Yes,Yes
U1989,Bangalore,39,M,Android,App,16-09-2026,11-05-2025,2,670,No,Yes
U1990,Hyderabad,21,F,Android,App,17-09-2026,21-04-2025,5,956,No,No
U1991,Chennai,24,M,Android,App,18-09-2026,21-04-2025,2,1147,Yes,Yes
U1992,Mumbai,22,M,Android,App,19-09-2026,14-05-2025,5,1047,No,Yes
U1993,Chennai,28,F,iPhone,App,20-09-2026,10-05-2025,3,691,No,No
U1994,Kolkata,39,M,iPhone,App,21-09-2026,02-05-2025,3,233,Yes,No
U1995,Hyderabad,25,M,Android,Web,22-09-2026,18-04-2025,1,520,No,No
U1996,Hyderabad,37,F,iPhone,App,23-09-2026,11-05-2025,3,312,Yes,No
U1997,Kolkata,25,M,Android,App,24-09-2026,29-04-2025,0,999,Yes,No
U1998,Delhi,38,M,Android,App,25-09-2026,23-04-2025,3,581,Yes,Yes
U1999,Kolkata,31,F,Android,App,26-09-2026,19-04-2025,1,447,Yes,Yes
